stname,fips,trump,clinton,totalvotes,white,poverty,population
South Dakota,46077,1680,703,2551,96.54817104585265,9.370514660652042,4977
South Dakota,46079,4038,2314,6786,95.04634705471943,8.59483818107333,12605
South Dakota,46081,7411,3356,11842,93.40616654527798,11.87888198757764,25183
South Dakota,46083,15499,8076,25231,95.27585322042597,3.69844838388678,54572
South Dakota,46085,977,369,1421,63.933836749370734,22.33186185406388,3920
South Dakota,46087,1794,623,2587,96.01103863522327,10.049787940254472,5481
South Dakota,46089,892,192,1137,97.680690399137,15.064244572441293,2422
South Dakota,46091,1056,754,1947,86.73854447439354,11.007583965330445,4790
South Dakota,46093,8441,2223,11621,90.12327912889144,9.905257291473156,27360
South Dakota,46095,402,238,683,46.907574704656014,32.97560975609756,2081
South Dakota,46097,706,281,1064,96.06345475910693,12.241224122412241,2241
South Dakota,46099,42043,30610,78263,87.50503858113555,9.925364514869345,186051
South Dakota,46101,1731,1043,2933,81.74912748922193,10.542732376793513,6556
South Dakota,46102,241,2510,2905,5.781441461512755,40.70082736563999,14392
South Dakota,46103,29804,14074,47743,85.80781313700568,14.481728660101743,108903
South Dakota,46105,1333,188,1606,96.13235926085089,12.712440516655338,2966
South Dakota,46107,1071,215,1337,95.80771380659586,9.807433945364979,2270
South Dakota,46109,2144,1540,3889,66.38609828943795,17.934674367655845,10222
South Dakota,46111,819,241,1123,96.6129927817879,11.652173913043478,2378
South Dakota,46115,1854,919,2951,96.63402692778457,11.042143090493303,6404
South Dakota,46117,1148,329,1567,91.5573053368329,7.942359249329758,3024
South Dakota,46119,679,137,861,96.01809954751131,7.1679550245959245,1419
South Dakota,46121,487,1505,2125,12.418410041841005,48.6235816477553,10099
South Dakota,46123,2069,462,2630,86.74869853289162,17.300521998508575,5490
South Dakota,46125,2937,961,4150,97.07371085099652,9.219075640554125,8268
South Dakota,46127,5290,2227,7897,94.34345217084363,6.595844819471526,14992
South Dakota,46129,1896,457,2477,84.37277685558455,14.848762603116409,5501
South Dakota,46135,5659,3301,9623,90.68608232987958,11.786979950483033,22626
South Dakota,46137,368,353,767,27.93585100879462,43.67857142857143,2874
Tennessee,47001,19212,9013,29881,91.80954296344713,14.38432211892181,75585
Tennessee,47003,11486,3395,15355,81.49324861000794,14.695524108343472,47420
Tennessee,47005,4716,1474,6328,94.61514587212912,17.899595346484574,16059
Tennessee,47007,3622,897,4664,89.83523239609804,23.824839188520535,14599
Tennessee,47009,37443,12100,52208,93.32573517130253,11.400953180170053,128244
Tennessee,47011,29768,7070,38666,88.99250973242005,14.21585508643846,104407
Tennessee,47013,9870,2248,12532,97.84057924787089,24.064116351718134,39671
Tennessee,47015,4007,1127,5314,96.21177544500227,15.53980765058934,13907
Tennessee,47017,7756,2327,10384,86.50515885641562,18.287123533368206,27924
Tennessee,47019,16898,3453,21084,96.35536304171862,21.488274691748053,56458
Tennessee,47021,11297,3878,15924,94.81684444009525,11.087738861574332,39728
Tennessee,47023,5081,1243,6507,88.28278255620945,15.988317902193499,17102
Tennessee,47025,8602,1832,10740,96.6560697044625,25.42985830292271,31561
Tennessee,47027,2141,707,2920,95.91302926271048,21.962372615625817,7688
Tennessee,47029,9791,1981,12126,95.25444337159819,24.241032998565277,35160
Tennessee,47031,14417,4743,19971,91.7411633597403,14.300562371239259,54428
Tennessee,47033,3982,1303,5397,77.88286649690797,17.5769122212814,14467
Tennessee,47035,20413,5202,26360,96.42693254349005,15.26521168588991,58532
Tennessee,47037,84550,148864,249068,61.39729745677701,15.095173310172672,688901
Tennessee,47039,3588,894,4592,93.3275374918496,18.802676166478406,11711
Tennessee,47041,5171,1569,6955,90.8473906167633,19.770743506152066,19442
Tennessee,47043,13233,4722,18699,91.9252157721245,13.533761621023622,51922
Tennessee,47045,10180,2816,13336,83.26035938211496,19.96816747147212,37605
Tennessee,47047,13055,5874,19394,70.521327014218,14.463655429945266,39575
Tennessee,47049,6038,1100,7333,97.78267358396702,21.392895224198888,17955
Tennessee,47051,11532,4374,16404,90.67018277712103,15.544421670588832,41567
Tennessee,47053,13786,5258,19547,79.40851373574529,16.87492242128346,49103
Tennessee,47055,7970,2917,11137,86.78033754175885,16.667836093179904,29140
Tennessee,47057,6626,1154,8008,95.85789129011133,19.97723392145703,23112
Tennessee,47059,18562,4216,23583,94.99327590593538,17.040680550779676,68559
Tennessee,47061,3636,999,4763,97.00038580246914,22.5590760580503,13279
Tennessee,47063,15857,4075,20692,86.06081661012793,18.498851894374283,63717
Tennessee,47065,78733,55316,142408,74.63743533203291,13.497580189396437,358061
Tennessee,47067,1843,322,2231,98.27487061529615,30.89266240847484,6597
Tennessee,47069,4919,4185,9273,56.94383340665786,25.192076275108764,25476
Tennessee,47071,8012,1622,9949,93.5374981654518,21.517033988841845,25759
Tennessee,47073,16648,3507,20774,96.65279455855372,19.17516550366792,56366
Tennessee,47075,3013,3711,6834,46.733192512200446,20.03291527155099,17803
Tennessee,47077,8138,1800,10217,89.55468238375902,17.36143921497365,27793
Tennessee,47079,9508,3063,12945,89.61171128855487,19.515503264675267,32245
Tennessee,47081,5695,1824,7813,91.38770857083635,20.662378303198885,24649
Tennessee,47083,2182,866,3168,93.78156565656566,17.775820857969556,8118
Tennessee,47085,4930,1967,7153,94.68989547038328,18.373110360485075,18381
Tennessee,47087,3236,1129,4466,97.33502538071066,21.86452637149409,11602
Tennessee,47089,14776,3494,19072,94.59593338680003,15.676574034707997,53157
Tennessee,47091,5410,988,6579,95.31313680206493,25.373884629885634,17777
Tennessee,47093,105767,62878,180697,85.54634954673945,14.753629262115753,456114
Tennessee,47095,1357,577,1970,68.24703680598877,42.72095332671301,7530
Tennessee,47097,4884,3056,8087,64.27754677754677,24.915226201306755,25350
Tennessee,47099,12420,2821,15666,95.54235231903444,16.654506084213992,42979
Tennessee,47101,3585,890,4622,95.12404682633444,18.51566512583462,11912
Tennessee,47103,10398,2554,13348,89.54439028134956,16.670173434729026,33528
Tennessee,47105,17610,4919,23391,91.31915721862683,10.646791606851389,51275
Tennessee,47107,14691,3510,18755,91.94249818796811,16.895745133290806,52659
Tennessee,47109,7841,1848,10038,91.84232820052823,22.043200439060723,25810
Tennessee,47111,6263,1072,7504,93.91338716052171,17.860396512081905,23455
Tennessee,47113,21335,15448,38120,60.16699410609038,19.047670070396126,97514
Tennessee,47115,7696,2832,10862,93.73399811346181,18.326877287750097,28321
Tennessee,47117,8184,2852,11455,88.0251757397417,13.172435693871071,31973
Tennessee,47119,23799,10038,35369,82.68492430767435,11.502000789043567,89588
Tennessee,47121,3342,856,4320,95.60322854715379,18.298663960764415,11948
Tennessee,47123,13374,3186,17093,93.2166119245115,19.329549720645716,45967
Tennessee,47125,32341,21699,57620,67.50455015003197,12.862004885891468,194795
Tennessee,47127,2325,496,2926,94.31119920713577,10.9284332688588,6293
Tennessee,47129,5441,1054,6705,93.60505166475316,22.692087900670167,21724
Tennessee,47131,9526,2426,12249,86.15823954308752,18.62598464453086,30526
Tennessee,47133,6059,1945,8229,97.35187987428704,18.739054290718038,21978
Tennessee,47135,2167,597,2855,94.01626016260163,22.097186700767264,7892
Tennessee,47137,2021,536,2615,97.94487427466152,16.953852247969895,5085
Tennessee,47139,5097,1252,6520,96.8677753747483,16.20440614189476,16770
Tennessee,47141,19002,6851,27212,91.25202113650381,19.207417131604856,76123
Tennessee,47143,8660,1942,11062,93.33279845956355,18.223097196202332,32392
Tennessee,47145,15880,4837,21669,94.76267264951272,14.178918991262451,52913
Tennessee,47147,19410,6637,27113,86.88188130586565,10.34700038099704,69177
Tennessee,47149,64515,36706,107436,75.43465558657404,10.276942397303282,307683
Tennessee,47151,6044,934,7123,98.41001148660902,22.017966290053714,21892
Tennessee,47153,4441,1053,5694,95.69547895375021,17.72048291385308,14740
Tennessee,47155,28629,6297,36312,92.82409531174227,15.075713911448782,96609
Tennessee,47157,116344,208992,337383,39.8409334641537,20.773766810511013,937130
Tennessee,47159,5494,1689,7436,94.6916890080429,14.573361082206034,19466
Tennessee,47161,3864,1222,5299,93.97520899394638,16.439196442263455,13174
Tennessee,47163,46979,12578,62278,95.31977924839335,16.41187954417211,156335
Tennessee,47165,50129,18161,71505,87.63707994002293,9.701894585615516,179108
Tennessee,47167,16910,5785,23481,77.96015345714535,16.134560034604956,61176
Tennessee,47169,2103,946,3160,85.58636985449571,15.284432977024204,9950
Tennessee,47171,5671,1262,7195,95.60608174082856,17.3326414115205,17665
Tennessee,47173,5053,1012,6247,97.70737250183811,22.239856107496163,19232
Tennessee,47175,1820,539,2419,96.85943253194715,19.084380610412925,5716
Tennessee,47177,9540,3535,13612,88.83431991153321,19.41864551433305,40400
Tennessee,47179,34252,13024,49750,91.18864057773007,14.844978201325748,127220
Tennessee,47181,5036,717,5857,90.15389103639414,20.86142837484519,16665
Tennessee,47183,9008,2772,12184,88.4970177453414,20.814779725248698,33568
Tennessee,47185,7671,1845,9825,95.25057002862272,17.665036674816626,26451
Tennessee,47187,68212,31013,106271,87.16006166910985,5.185811121112479,218888
Tennessee,47189,39406,14385,56734,88.13377234429865,8.101250390508918,132433
Texas,48001,13201,3369,16977,60.60121107266436,20.5009633911368,57558
Texas,48003,3927,836,4943,44.48054585330192,11.749036499659942,17837
Texas,48005,21668,7538,29911,65.48529570182053,18.95787662352969,87830
Texas,48007,7740,2465,10512,72.47634838583829,18.835236282905168,25275
Texas,48009,3786,394,4283,90.72315558802046,10.508670520231215,8774
Texas,48011,924,70,1021,90.54621848739495,10.842047330764998,1856
Texas,48013,8618,4651,13673,37.03955956637721,16.27262384941566,48666
Texas,48015,9637,2320,12274,68.00944699434072,14.292014383608114,29637
Texas,48017,1344,397,1793,39.29450369155045,16.56005685856432,7180
Texas,48019,8163,1726,10218,81.27699634511019,14.634146341463413,21710
Texas,48021,16328,10569,28454,59.86578053655287,13.248928322201175,82754
Texas,48023,1267,191,1499,85.15514809590972,17.59776536312849,3638
Texas,48025,4744,3444,8485,35.00058204959062,26.995472956873957,32835
Texas,48027,51998,37801,94994,51.034157679585846,12.893348336707081,341203
Texas,48029,240333,319550,589645,31.633578307714732,16.282162097342027,1927747
Texas,48031,4212,1244,5685,80.68342583523778,10.706049317012594,11341
Texas,48033,330,31,365,79.57610789980733,10.584518167456556,660
Texas,48035,6339,1278,7838,82.48190719455087,15.779081575087442,18010
Texas,48037,24924,8838,34602,67.04899481691558,19.297984935593377,93881
Texas,48039,72791,43200,121181,52.074335163818105,9.927756787013713,353828
Texas,48041,38738,23121,67211,60.833075006601675,24.873492390043193,219561
Texas,48043,2077,1873,4252,55.26919444069627,14.922925549360446,9193
Texas,48045,625,91,736,72.05387205387206,15.374149659863946,1486
Texas,48047,613,1937,2596,8.101363025532732,32.16734294109417,7263
Texas,48049,12017,1621,14026,76.31399782135077,17.055773504156267,38065
Texas,48051,5316,1491,6960,69.5254680017414,14.383600753725803,17811
Texas,48053,14638,3797,19204,78.50133809099019,11.515380512091038,45914
Texas,48055,6691,4795,12092,45.57212659278893,16.638732287063842,41108
Texas,48057,4638,2118,6965,47.47929858743303,15.736437675424469,21942
Texas,48059,4865,569,5579,88.80316146029357,14.851629878672709,13777
Texas,48061,29472,59402,92079,11.306465166898565,29.08023146587886,421766
Texas,48063,3201,1260,4542,62.08,19.247648902821314,12775
Texas,48065,2620,249,2964,88.21209465381244,8.591292832312531,6107
Texas,48067,9726,2391,12344,78.86444836640696,17.400895781803598,30080
Texas,48069,1414,526,1997,37.07378675807325,18.102652064916217,7823
Texas,48071,13339,2948,16786,70.3883495145631,9.206140793859205,40283
Texas,48073,12919,3469,16790,65.92659836597069,19.444387367209814,51896
Texas,48075,1802,253,2084,58.96066915821321,21.459150909739567,7095
Texas,48077,4377,536,5018,92.46861924686193,13.316831683168317,10242
Texas,48079,679,190,901,41.50404569252737,23.50653941322022,2911
Texas,48081,1265,140,1423,78.69362363919129,15.578358208955223,3263
Texas,48083,3177,388,3643,80.53110773899849,20.141385094656123,8421
Texas,48085,201014,140624,361419,61.8501280332901,6.274565632519545,942453
Texas,48087,983,145,1156,64.61468308253534,19.723066531577167,3028
Texas,48089,6325,1987,8513,62.507732277619695,14.470622454915649,21027
Texas,48091,45136,14238,62178,72.03237410071942,8.610268509156274,134142
Texas,48093,4333,789,5237,75.25045320103044,17.126696832579185,13521
Texas,48095,885,148,1068,38.806373210910074,25.804010594021943,4273
Texas,48097,13181,2352,15955,80.91469957081546,13.833735627708998,39244
Texas,48099,12225,5064,18253,61.902190009930834,14.23617708531256,74943
Texas,48101,506,92,612,67.87372330547818,21.44388849177984,1404
Texas,48103,1049,299,1384,36.43941649300387,10.321489001692047,4807
Texas,48105,980,372,1395,35.42435424354243,16.901408450704224,3653
Texas,48107,1181,468,1728,44.58955223880597,24.099441907661085,5917
Texas,48109,280,454,767,24.319526627218934,23.615560640732266,2219
Texas,48111,1261,222,1544,56.241177656785645,11.318869540393948,7256
Texas,48113,262945,461080,758973,34.888671389379375,16.3020050840883,2587462
Texas,48115,2636,835,3563,39.484933792096754,21.388367729831145,13042
Texas,48117,2911,1185,4216,30.539154754505905,17.111003393116818,18850
Texas,48119,1836,400,2281,85.28225806451613,18.548073180225767,5146
Texas,48121,170603,110890,298645,63.86601762244679,8.188956357118402,808299
Texas,48123,5519,1163,6844,59.06373875291009,18.241213973338954,20618
Texas,48125,755,128,909,64.79505895564289,21.81622783449758,2201
Texas,48127,974,2173,3225,12.387387387387387,27.551307281416925,10784
Texas,48129,1225,191,1465,84.21641791044776,18.55444305381727,3392
Texas,48131,1316,2783,4168,9.949489016797838,26.2567778696811,11449
Texas,48133,6011,776,6963,82.38395892596961,19.960939743810673,18303
Texas,48135,25020,10249,36530,38.03787823815398,13.932046681537516,157580
Texas,48137,746,303,1073,47.179827471798276,23.266806722689076,1918
Texas,48139,44941,16253,63673,66.15500877592147,9.689673204185775,168381
Texas,48141,55512,147843,214008,13.961637893985177,22.727488517996893,837147
Texas,48143,11210,2160,13893,79.25004561766316,19.508122863276178,41443
Texas,48145,3441,1684,5248,54.77986960662222,25.630114566284778,17331
Texas,48147,9548,2132,12044,81.68292774101903,16.142530659542278,33855
Texas,48149,8743,2144,11174,76.40901771336553,11.117399741267787,25070
Texas,48151,1265,403,1729,68.94873458792992,15.563086548488009,3881
Texas,48153,1474,435,1959,43.69316857076242,22.81090289608177,5876
Texas,48155,383,113,513,77.47196738022426,17.95316565481353,1211
Texas,48157,117291,134686,262066,36.13674888177005,8.290006680990201,741958
Texas,48159,3585,665,4380,82.94285360109086,15.780462284790259,10659
Texas,48161,6026,1471,7684,70.4736667770785,19.134358288770052,19647
Texas,48163,1856,2444,4400,16.05859216058592,25.78215527230591,19385
Texas,48165,3907,597,4620,57.32551944592434,14.643488509133764,20481
Texas,48167,73757,43658,122903,61.36016660691483,12.885274236859162,329306
Texas,48169,1225,230,1484,41.755768148565,30.034924330616995,6444
Texas,48171,10446,2288,13214,79.6021081620056,9.816162389888932,26305
Texas,48173,553,34,604,63.73517786561265,8.67579908675799,1350
Texas,48175,2620,973,3708,61.832709962597754,14.29728635074929,7521
Texas,48177,4587,1571,6334,47.64764104256021,17.146615991814063,20863
Texas,48179,6500,701,7405,68.42043105993505,19.357491896076247,22738
Texas,48181,35325,10301,47416,80.85263222556668,13.161661789031683,128206
Texas,48183,28764,11677,41749,63.19460387218086,17.448103376406838,123594
Texas,48185,7065,2194,9533,62.46841957518481,16.65791493315022,27574
Texas,48187,36632,18391,57822,54.61963628755253,9.835712045169386,154596
Texas,48189,6366,2101,8858,39.442601731251514,21.626858086647186,34209
Texas,48191,893,164,1091,61.83879093198993,25.761503564484773,3112
Texas,48193,3060,479,3620,87.45001537988311,15.14666009366527,8231
Texas,48195,1730,171,1947,56.92740286298569,13.38958180484226,5532
Texas,48197,1207,249,1513,73.64492048036352,17.821272212207056,3991
Texas,48199,19606,2780,22780,88.68864849544144,10.75621516015128,56261
Texas,48201,545955,707914,1312112,34.149284923012694,16.572425341461873,4617041
Texas,48203,18749,7151,26548,67.23607170881874,17.383831563439937,66730
Texas,48205,1730,173,1952,65.88156123822341,9.63958200042653,5706
Texas,48207,1403,314,1770,67.93501496365968,24.46043165467626,5765
Texas,48209,33826,33224,72164,59.03663639146852,12.39828180970482,204345
Texas,48211,1462,181,1695,69.47405828002843,9.968082494475816,4126
Texas,48213,23650,5669,30045,82.5425946014932,16.77209539599541,80034
Texas,48215,48642,118809,173437,8.189446876355824,31.155384549531767,850187
Texas,48217,10108,2547,12970,75.80423221391646,16.199468007366054,35171
Texas,48219,5809,1260,7311,52.22881306160804,17.118127186294736,23103
Texas,48221,21382,4008,26262,87.97160833837128,10.2729820928032,56758
Texas,48223,10707,2510,13538,77.79785390316752,15.288255435236477,36203
Texas,48225,6205,1978,8353,64.48745053396216,22.1208495363446,22888
Texas,48227,6637,1770,8723,52.44483362521891,17.910154972863403,36618
Texas,48229,503,324,871,20.872074382815004,21.39253279515641,4073
Texas,48231,23910,6396,31554,76.63148272463685,16.326165075171556,91939
Texas,48233,7042,854,8155,75.1608269314846,13.1465822665218,21570
Texas,48235,660,90,766,73.60532889258951,8.033419023136247,1570
Texas,48237,2973,314,3350,79.86293379994167,17.20753729390212,8766
Texas,48239,4266,904,5302,63.7737556561086,13.47313596491228,14851
Texas,48241,10609,2590,13419,77.61677717350815,19.21654726138202,35401
Texas,48243,695,422,1191,63.8109305760709,12.979630506868784,2245
Texas,48245,42862,42443,87618,45.08441525119311,20.075913093751833,255954
Texas,48247,430,1635,2119,6.673960612691467,27.905616224648988,5244
Texas,48249,5420,6694,12379,19.876304074489415,23.22880086441885,41115
Texas,48251,44382,10988,57606,77.02327975557917,11.272170871846116,162915
Texas,48253,4819,936,5960,59.2846733058052,21.294788273615637,19994
Texas,48255,2965,1145,4198,39.182254593610324,21.820997717639386,15264
Texas,48257,29587,10278,41265,69.91896575952036,11.420247632920612,118046
Texas,48259,15700,3643,20120,76.49936131102595,7.418242359376858,41964
Texas,48261,84,99,186,22.22222222222222,16.169154228855724,428
Texas,48263,360,59,434,81.83333333333334,11.543810848400557,752
Texas,48265,17727,4681,23297,74.46164280696654,14.821687913506535,51296
Texas,48267,1697,206,1952,77.36579966795794,19.378427787934186,4428
Texas,48269,149,5,159,80.56872037914692,10.726643598615917,294
Texas,48271,936,458,1430,40.195417789757414,20.04303719643406,3640
Texas,48273,4367,4716,9512,23.180092787853226,22.916319247573625,31347
Texas,48275,1078,247,1367,63.78299120234604,21.119524067063278,3740
Texas,48277,14561,3583,18611,78.90197951493924,19.901624622418158,49565
Texas,48279,3111,771,3995,44.79941342830208,21.450983393280783,13223
Texas,48281,6385,1483,8205,76.43095522951955,13.63037431067298,20657
Texas,48283,872,1129,2059,13.079333663203036,26.23970415195831,7619
Texas,48285,7347,1170,8661,78.45779647646594,12.494832575444399,19910
Texas,48287,4997,1372,6535,68.2058645707376,12.719801800713034,16998
Texas,48289,6391,909,7439,80.07230004518753,17.99650553290623,17196
Texas,48291,18892,4862,24267,68.65688897697618,15.933979565103485,81377
Texas,48293,5796,1778,7739,63.61931034482758,21.068995473458006,23527
Texas,48295,1159,135,1332,69.16764361078546,12.39813736903376,3509
Texas,48297,3464,742,4302,56.649682853280645,17.16903344021988,12022
Texas,48299,8299,1825,10447,89.79135618479881,13.409790487538476,20570
Texas,48301,58,4,65,67.64705882352942,13.274336283185843,115
Texas,48303,65651,28023,99013,58.72981954244546,18.912989741688296,302301
Texas,48305,1546,403,2009,53.44139065069298,17.866619494073944,5795
Texas,48307,2552,482,3103,68.31604150039904,18.420724872337775,8121
Texas,48309,48260,27063,79075,61.55814966366808,18.491232189730216,247478
Texas,48311,454,40,499,56.69291338582677,11.964735516372796,815
Texas,48313,3351,881,4289,57.45352824399927,17.310865977590552,14094
Texas,48315,2983,1165,4238,73.70086406230985,22.574495836259658,10087
Texas,48317,1455,266,1762,53.06748466257669,13.008989952406132,5688
Texas,48319,1656,354,2057,76.29742033383916,13.237445148707947,4161
Texas,48321,8366,3500,12196,49.28139593816747,17.40503744043567,37117
Texas,48323,2816,10397,13588,3.0470352827942553,24.29287757336064,57989
Texas,48325,12085,4634,17246,47.2075140356012,14.377970544981778,49196
Texas,48327,682,154,864,63.42457775189284,21.4114258281325,2102
Texas,48329,36973,10025,49212,50.85357426224054,9.681002916899399,163473
Texas,48331,6364,2051,8664,67.81776128234091,16.252719733979227,24735
Texas,48333,1951,243,2245,82.0559769814282,15.812776723592664,4894
Texas,48335,1780,354,2196,49.895957193816884,21.639488761568973,8479
Texas,48337,7526,885,8604,89.35772466283883,16.542100036586003,19436
Texas,48339,150314,45835,204632,71.45384277083421,10.850686101525255,554522
Texas,48341,3977,1098,5284,38.04842161583735,11.841445057701955,21935
Texas,48343,3446,1425,4973,68.45714285714286,19.97271705986198,12490
Texas,48345,566,40,615,83.05613305613305,18.150388936905788,1172
Texas,48347,14771,6846,22622,64.89006401335931,25.353921116744583,65662
Texas,48349,11994,4002,16433,62.767599113380655,17.812041116005876,48375
Texas,48351,4288,1156,5534,75.23513753327418,22.816816363499132,14186
Texas,48353,3552,1029,4857,61.03473227206947,18.433463194586835,14968
Texas,48355,50766,49198,104405,33.325710154443144,15.069126632998628,361529
Texas,48357,2628,274,3002,51.1012585812357,11.426897157925579,10295
Texas,48359,850,78,948,81.45478374836172,14.277899343544858,2074
Texas,48361,25513,5735,32000,84.00460299194476,13.979466803078791,84508
Texas,48363,8284,1708,10270,79.67994045403796,16.429990966576334,28132
Texas,48365,8445,1835,10416,76.20034735839542,15.598040490744353,23440
Texas,48367,46473,8344,56817,86.95006956252898,9.255234312698388,128861
Texas,48369,1915,485,2466,39.05959697013006,15.491066818134874,9818
Texas,48371,2468,1554,4185,28.990228013029316,17.13049747656813,15877
Texas,48373,15176,4187,19852,73.26920542891027,20.346897931954636,47735
Texas,48375,19630,7657,28651,50.14827621741071,21.980144134970725,120542
Texas,48377,652,1458,2208,13.867781155015196,24.126025032369444,7166
Texas,48379,3968,628,4701,88.4323849280457,14.768270944741532,11307
Texas,48381,43462,8367,54305,76.34263083000806,9.0895066489772,132457
Texas,48383,709,167,904,31.987814166031985,11.832167832167832,3738
Texas,48385,1382,262,1681,72.34646787362442,18.42662632375189,3397
Texas,48387,3926,1149,5161,76.01102941176471,17.13024650233178,12217
Texas,48389,1417,1659,3184,20.482852755502474,24.9830220713073,15069
Texas,48391,1830,1034,2948,45.36101083032491,15.69718897856944,7293
Texas,48393,524,20,554,87.37300435413643,6.586169045005488,916
Texas,48395,4668,2203,7035,62.08782622284732,18.726569113556657,16858
Texas,48397,28451,9655,39948,75.03427535270444,5.210349722544844,93419
Texas,48399,3250,453,3782,65.82150101419877,17.24946278570033,10255
Texas,48401,14675,3935,18994,67.35818875353759,15.584008689113544,52856
Texas,48403,3998,614,4651,88.66199691321381,17.47887600707408,10385
Texas,48405,2622,910,3569,72.3618846906518,23.81128356738113,8283
Texas,48407,8059,2038,10343,78.27710176991151,17.73026435402349,27757
Texas,48409,13030,7871,21656,42.789158718163435,15.804189530658933,67262
Texas,48411,2025,293,2357,68.684267010088,20.13651877133106,5872
Texas,48413,821,208,1059,48.940964398377645,16.556945358788678,3064
Texas,48415,4410,733,5289,57.8333719403907,15.169112954690492,17430
Texas,48417,1378,103,1504,87.74951076320939,14.83166515013649,3364
Texas,48419,7179,1758,9086,66.35178637395113,21.1064602748381,25777
Texas,48421,807,96,935,59.06432748538012,13.1023102310231,3075
Texas,48423,58930,22300,84768,64.63172921508713,15.66700738216922,225305
Texas,48425,3206,541,3897,80.92814371257485,10.849551334343317,8680
Texas,48427,2224,9289,11740,3.744441844137608,39.92696575927155,63931
Texas,48429,3034,348,3461,75.51103843008994,21.430203335618003,9408
Texas,48431,549,70,633,60.57494866529775,12.7163280662152,1351
Texas,48433,555,135,701,80.18604651162791,15.600287562904386,1402
Texas,48435,1075,313,1416,39.275862068965516,14.06696080975863,3865
Texas,48437,1671,462,2204,51.5478761699064,22.15542521994135,7440
Texas,48439,345921,288392,668514,52.84933234491484,13.58662384850815,2021746
Texas,48441,33250,10085,45759,68.86675334069736,16.829194427619623,135962
Texas,48443,288,140,438,44.58015267175573,18.7422934648582,818
Texas,48445,2459,753,3355,43.772854377285434,21.821942601051454,12826
Texas,48447,715,84,808,86.72712283594393,14.892227302416721,1548
Texas,48449,6511,2597,9419,52.52800484408113,14.887147335423197,32615
Texas,48451,27494,9173,38479,58.12382446885469,13.371477007840642,117792
Texas,48453,127209,308260,468720,54.05836304415749,12.229110189254374,1204582
Texas,48455,4737,1154,5985,82.62777490965411,20.056022408963585,14513
Texas,48457,6624,1248,8016,79.93759389807003,18.36438923395445,21434
Texas,48459,13209,2380,16013,83.55358348606154,15.443489460778242,40864
Texas,48461,1007,286,1347,46.56226126814362,13.61997226074896,3697
Texas,48463,4835,3867,8964,30.419705237390993,25.264377265423565,27106
Texas,48465,5890,6964,13617,18.260720116868608,20.67283108914266,48953
Texas,48467,18473,2799,21890,87.27120268327742,14.789297783752497,54377
Texas,48469,21275,8866,31123,49.76680464058765,14.22569226188507,92379
Texas,48471,12884,6091,19796,58.79733474073097,22.279602300920736,71701
Texas,48473,10531,5748,16784,45.83465148159865,16.528403771202125,50058
Texas,48475,2547,783,3445,44.08069582024643,12.801678908709338,11589
Texas,48477,10945,3382,14828,68.7710068683326,14.057672502574665,34821
Texas,48479,12947,42307,56905,4.211627791096175,31.804429836028834,272401
Texas,48481,10149,4238,14732,49.70283524406482,17.369901547116736,41634
Texas,48483,2087,194,2306,74.08491947291361,13.379385566260678,5548
Texas,48485,27631,8770,38119,69.5944619010212,16.844054842278165,131310
Texas,48487,3166,809,4105,63.370221327967805,15.783602900167319,12894
Texas,48489,1547,3422,5095,10.052203472137915,38.319072890718076,21760
Texas,48491,104175,84468,203081,64.38853829536882,5.785565683153067,527769
Texas,48493,13998,4790,19432,60.03299422601045,10.366746121356584,48190
Texas,48495,1403,420,1876,39.58257713248639,14.961439588688947,7872
Texas,48497,20670,3412,24776,81.03138364909816,11.993048424046133,64465
Texas,48499,15700,2630,18727,85.77270403816664,13.167057485966035,43823
Texas,48501,1797,426,2303,36.49520488230166,12.177735535226327,8625
Texas,48503,6601,876,7707,82.58451631786916,14.568385650224217,18079
Texas,48505,1029,2063,3142,6.633343746745808,29.11507520111927,14449
Texas,48507,694,2636,3396,5.892076986657221,34.43188680873091,12091
Utah,49001,1838,264,2491,87.21088435374149,8.936103733791596,6454
Utah,49003,12230,2282,19735,89.40281030444966,9.510425766265335,52974
Utah,49005,21139,8563,46157,86.5104264955652,12.771013519187168,122342
Utah,49007,5275,1717,7952,85.78595317725753,15.202583379585247,20371
Utah,49009,331,77,474,93.47568208778173,8.211143695014663,1081
Utah,49011,62219,28776,138411,85.95796633818784,6.260614141200086,341329
Utah,49013,5508,500,6942,88.09075148865605,13.787773012865264,20315
Utah,49015,3425,380,4289,93.14954051796157,12.435998424576605,10222
Utah,49017,1606,358,2344,89.84477769008156,10.891706505923924,5000
Utah,49019,1975,1960,4533,86.41499401834375,12.683338609264535,9656
Utah,49021,11561,2450,17654,88.30896520457894,18.405696564106748,49796
Utah,49023,2827,442,4177,93.89408970238927,10.596208443996703,11003
Utah,49025,2265,741,3505,92.70060091905266,10.550913468347261,7326
Utah,49027,3860,431,5242,85.87965616045845,11.19420797199459,12682
Utah,49029,3188,577,5192,96.54139433551198,4.3150984682713345,11373
Utah,49031,626,47,729,92.3913043478261,17.717086834733895,1463
Utah,49033,797,104,1109,92.77777777777779,9.283246977547496,2306
Utah,49035,138043,175863,418868,75.66522676851011,9.430406929694882,1121379
Utah,49037,2645,2042,5447,45.91296121097446,31.0172049501962,15329
Utah,49039,6673,1061,10164,87.92430019529434,16.84995340167754,29303
Utah,49041,6740,695,8654,93.84324579761021,13.830343974499263,21147
